Arch-Rune Helmet,0,45,0,140,0,0,0,0,0
Arch-Rune Leggings,0,45,0,140,0,0,0,0,0
Arch-Rune Shield,0,0,0,55,0,0,0,17,0
Arch-Rune Sword,140,0,140,80,0,0,0,0,0
Archmage's Scroll,0,0,17,0,0,0,0,-7,0
Argent Armor,0,45,0,240,0,0,0,0,0
Argent Helmet,0,45,0,240,0,0,0,0,0
Argent Leggings,0,45,0,240,0,0,0,0,0
Argent Shield,0,0,0,155,0,0,0,21,0
Argos,0,237,0,-200,0,0,0,2,0
Aries' Hood,0,98,12,98,0,0,0,0,0
Aries' Horns,0,38,12,38,0,0,0,0,0
Aries' Legs,0,98,0,98,0,12,40,0,0
Arisen Aaru Armor,0,267,0,177,0,0,0,6,0
Arisen Aaru Boots,0,219,0,179,0,0,111,5,4
Arisen Aaru Garb,0,219,0,179,0,0,111,5,0
Arisen Aaru Headwrap,40,-130,0,-130,0,0,101,0,0
Arisen Aaru Helmet,40,-130,0,-130,0,0,0,0,0
Arisen Aaru Hood,0,-130,109,-130,0,70,0,0,0
Arisen Aaru Leggings,0,267,0,177,0,0,0,6,0
Arisen Aaru Robe,0,151,0,191,0,80,0,4,0
Arisen Aaru Skirt,0,191,0,151,0,0,89,4,3
Arisen Ankh,150,0,150,0,0,0,0,0,0
Arisen Arch-Gadget,0,90,0,90,0,0,0,0,0
Arisen Arch-Gizmo,90,0,90,0,0,0,0,0,0
Arisen Armor,0,302,0,64,64,0,0,4,0
Arisen Askr Armor,35,297,0,35,0,0,0,0,0
Arisen Askr Boots,35,286,0,70,0,0,32,0,0
Arisen Askr Cowl,35,286,0,70,0,0,32,0,0
Arisen Askr Garb,35,286,0,70,0,0,32,0,0
Arisen Askr Helmet,35,297,0,35,0,0,0,0,0
Arisen Askr Leggings,35,297,0,35,0,0,0,0,0
Arisen Avalon Armor,12,212,12,192,0,0,0,6,0
Arisen Avalon Helmet,12,212,12,192,0,0,0,6,0
Arisen Avalon Leggings,12,212,12,192,0,0,0,6,0
Arisen Axe of Tiamat,270,0,0,0,0,0,0,0,0
Arisen Axe of Typhon,290,-40,0,-40,0,0,0,0,0
Arisen Badb Catha,341,0,0,0,0,0,35,0,0
Arisen Balor Crown,0,240,0,240,0,0,0,0,0
Arisen Balor Dagger,165,0,65,0,0,0,20,0,0
Arisen Banshee Boots,0,143,0,320,0,52,0,0,0
Arisen Banshee Boots Diabolus,0,143,0,320,-300,-300,0,0,0
Arisen Banshee Robe,0,134,0,320,0,52,0,0,0
Arisen Banshee Robe Diabolus,0,143,0,320,-300,-300,0,0,0
Arisen Banshee Veil,0,143,0,320,0,52,0,0,0
Arisen Banshee Veil Diabolus,0,143,0,320,-300,-300,0,0,0
Arisen Batwing Bow,155,0,25,0,0,0,20,0,0
Arisen Bloodwarg Grimoire,0,0,48,12,0,0,0,23,0
Arisen Bone Shield,0,48,0,0,48,0,0,18,0
Arisen Bonecrusher,190,0,0,0,0,0,0,0,0
Arisen Boots,0,302,0,64,0,0,24,0,0
Arisen Bow of Scales,170,0,60,0,0,0,20,0,0
Arisen Bow of Tiamat,270,0,155,0,0,0,98,0,0
Arisen Bow of Typhon,290,-80,0,-80,0,0,122,0,2
Arisen Candy Cane,0,0,281,0,0,74,74,0,0
Arisen Caroling Lute,271,0,271,0,0,0,92,0,0
Arisen Charon's Staff,0,0,255,0,0,0,0,0,0
Arisen Clurichaun Blade,190,0,-60,0,0,-60,0,0,0
Arisen Colada,222,50,0,50,0,0,0,6,0
Arisen Contraption,4,4,4,4,0,0,4,1,0
Arisen Cowl,0,302,0,64,0,0,24,0,0
Arisen Crowsong,299,0,299,0,0,0,35,0,0
Arisen Cursed Aengus Og's Lute,75,0,75,0,0,0,0,30,0
Arisen Cursed Artio's Hide,0,175,0,175,0,0,0,3,0
Arisen Cursed Atepomarus Mail,0,212,0,212,0,0,0,0,0
Arisen Cursed Autumna Crested Shield,0,175,0,175,0,0,0,30,0
Arisen Cursed Belenus's Boots,0,175,0,175,0,0,0,3,0
Arisen Cursed Bormana's Mantle,0,262,0,-100,0,0,0,3,0
Arisen Cursed Caticatona Cuirass,0,262,0,-100,0,0,0,3,0
Arisen Cursed Caturix's Robe,0,-100,0,287,0,0,0,3,0
Arisen Cursed Clota's Garb,0,220,0,220,0,-40,0,2,0
Arisen Cursed Damona's Shield,0,115,0,115,0,0,0,24,0
Arisen Cursed Eostre's Circlet,0,262,0,-100,0,0,0,0,0
Arisen Cursed Esus's Pillar,0,75,0,75,0,0,0,22,0
Arisen Cursed Fomor's Crown,0,175,0,175,0,0,0,2,0
Arisen Cursed Fomor's Crown,0,-200,0,237,0,0,0,2,0
Arisen Cursed Fomor's Crown,0,150,0,150,0,0,0,2,0
Arisen Cursed Fomor's Crown,0,237,0,-200,0,0,0,2,0
Arisen Cursed Fomoria Plated Boots,0,175,0,175,0,0,0,0,0
Arisen Cursed Fomoria Plated Boots,0,237,0,-200,0,0,0,0,0
Arisen Cursed Fomoria Plated Boots,0,-200,0,237,0,0,0,0,0
Arisen Cursed Fomoria Plated Boots,0,150,0,150,0,0,0,0,0
Arisen Cursed Fomoria Plated Robe,0,237,0,-200,0,0,0,0,0
Arisen Cursed Fomoria Plated Robe,0,175,0,175,0,0,0,0,0
Arisen Cursed Fomoria Plated Robe,0,-200,0,237,0,0,0,0,0
Arisen Cursed Fomoria Plated Robe,0,150,0,150,0,0,0,0,0
Arisen Cursed Gobannos' Heavy Boots,0,262,0,-100,0,0,0,3,0
Arisen Cursed Goibhniu Armguard,0,65,0,65,0,0,0,26,0
Arisen Cursed Imona's Slippers,0,-100,0,262,0,0,0,3,0
Arisen Cursed Lero's Hood,0,-100,0,262,0,0,0,3,0
Arisen Cursed Mullo's Blinders,0,175,0,175,0,0,0,3,0
Arisen Cursed Niskus' Boots,0,245,0,245,0,-40,0,2,0
Arisen Cursed Nocturna Crested Shield,0,150,0,150,0,0,0,30,0
Arisen Cursed Ogmios' Satin Robe,0,-100,0,262,0,0,0,3,0
Arisen Cursed Sabrina's Cowl,0,245,0,245,0,-40,0,2,0
Arisen Cursed Sequana's Chestpiece,0,257,0,257,0,0,0,4,0
Arisen Cursed Sumner Crested Shield,0,237,0,-200,0,0,0,30,0
Arisen Cursed Wintara Crested Shield,0,-200,0,237,0,0,0,30,0
Arisen Dagda Armor,0,280,0,45,0,0,0,1,0
Arisen Dagda Boots,0,212,0,212,0,0,12,1,0
Arisen Dagda Cowl,0,212,0,212,0,0,12,1,0
Arisen Dagda Garb,0,212,0,212,0,0,12,1,0
Arisen Dagda Helmet,0,280,0,45,0,0,0,1,0
Arisen Dagda Hood,0,45,0,280,0,0,0,1,0
Arisen Dagda Leggings,0,280,0,45,0,0,0,1,0
Arisen Dagda Robe,0,45,0,280,0,0,0,1,0
Arisen Dagda Shoes,0,45,0,280,0,0,0,1,0
Arisen Deathbringer,216,0,66,0,0,0,15,0,0
Arisen Demeter's Halberd,295,0,0,0,0,0,32,5,0
Arisen Demeter's Staff,0,0,295,0,0,326,0,0,0
Arisen Draconian Archistaff,0,0,160,0,0,0,0,0,0
Arisen Embla Hood,0,0,35,297,0,0,0,0,0
Arisen Embla Robe,0,0,35,297,0,0,0,0,0
Arisen Embla Shoes,0,0,35,297,0,0,0,0,0
Arisen Fairy's Ring,0,0,0,0,0,220,72,0,0
Arisen Fairy's Tanto,48,0,0,0,0,0,48,-33,2
Arisen Fairy's Wand,0,0,220,0,0,90,48,3,2
Arisen Feral Archistaff,0,0,262,0,0,40,0,3,0
Arisen Feral Claws,272,0,0,0,0,0,88,22,2
Arisen Feral Hood,0,233,0,233,0,0,0,0,0
Arisen Feral Warsword,262,0,0,0,440,0,0,0,0
Arisen Fey Badb Catha,376,0,0,0,-275,-275,105,0,4
Arisen Fey Banshee Boots,0,323,0,335,-275,-275,0,0,0
Arisen Fey Banshee Robe,0,323,0,335,-275,-275,0,-1,0
Arisen Fey Banshee Veil,0,323,0,335,-275,-275,0,0,0
Arisen Fey Crowsong,354,0,354,0,-275,-275,35,0,0
Arisen Fey Macha Pillar,0,0,376,0,-275,-275,0,-1,0
Arisen Fey Neman Havoc,368,0,115,0,-275,-275,40,-1,0
Arisen Fey Plagued Cuirass,0,368,0,290,-275,-275,0,3,0
Arisen Fey Plagued Greaves,0,368,0,290,-275,-275,0,3,0
Arisen Fey Plagued Helmet,0,368,0,290,-275,-275,0,3,0
Arisen Fey Raven Boots,0,368,0,290,-275,-275,105,1,0
Arisen Fey Raven Garb,0,368,0,290,-275,-275,105,1,0
Arisen Fey Raven Veil,0,368,0,290,-275,-275,105,1,0
Arisen Fog Blade,290,-48,0,-48,0,0,0,0,1
Arisen Gandring,302,0,0,0,0,0,60,-3,5
Arisen Garb,0,302,0,64,0,0,24,3,0
Arisen Gazing Staff,0,0,260,96,0,0,0,0,0
Arisen Genius,222,0,222,0,0,0,0,0,0
Arisen Gerd's Bullwhip,242,0,242,0,0,60,36,1,2
Arisen Gerd's Chestguard,0,228,0,228,0,0,0,7,0
Arisen Gerd's Headdress,0,228,0,228,60,0,0,1,0
Arisen Gerd's Horsewhip,0,98,0,98,0,0,0,-5,0
Arisen Gerd's Legwraps,0,228,0,228,0,0,78,1,0
Arisen Globe Holder,270,0,0,0,380,40,0,37,0
Arisen Greaves,0,302,0,64,64,0,0,0,0
Arisen Hel's Boots,0,190,0,190,0,0,164,0,0
Arisen Hel's Feathers,0,0,0,0,0,0,0,24,2
Arisen Hel's Garb,0,220,0,220,0,0,120,3,0
Arisen Hel's Veil,0,220,0,105,0,0,0,0,4
Arisen Helhest,284,0,80,0,0,60,80,0,4
Arisen Helmet,0,302,0,64,64,0,0,0,0
Arisen Hood,0,64,0,302,0,24,0,0,0
Arisen Horror,0,0,272,0,0,160,0,0,0
Arisen Hydra Staff,0,0,242,0,0,0,0,0,0
Arisen Imagination,0,0,290,0,24,24,0,0,0
Arisen Ithra's Blade,290,0,85,0,0,0,215,0,1
Arisen Ithra's Staff,0,0,292,0,0,0,220,0,0
Arisen Jolly Stockings,0,270,0,270,0,0,0,0,0
Arisen Kaladanda,0,0,302,0,0,220,0,0,0
Arisen Kerberos Claws,222,-10,0,0,0,0,20,8,0
Arisen Kerberos Hood,0,222,0,70,0,0,0,0,0
Arisen Kerberos Staff,0,-10,222,0,0,40,20,0,0
Arisen Kerberos Sword,222,-10,35,0,100,0,20,0,0
Arisen Khopesh,297,-60,0,-60,0,0,0,6,0
Arisen King's Crown,0,30,0,30,30,30,0,4,0
Arisen King's Sceptre,0,0,229,0,0,0,0,8,1
Arisen Labrys,302,0,0,0,0,0,0,28,0
Arisen Macha Pillar,0,0,341,0,35,35,0,0,0
Arisen Manablades,0,0,255,0,0,0,20,28,3
Arisen Masamune,220,0,220,0,0,0,0,0,0
Arisen Menja's Battlerobe,0,288,40,58,0,0,0,7,0
Arisen Menja's Hood,0,240,40,90,0,0,0,1,3
Arisen Menja's Shield,0,0,40,210,0,0,0,12,0
Arisen Menja's Warstaff,190,0,242,0,0,90,36,2,2
Arisen Minotaur Axe,155,0,0,0,0,0,0,0,0
Arisen Monster Tome,-125,-125,-125,-125,-200,-200,0,0,0
Arisen Morrigan's Scroll,0,0,77,0,0,143,0,-55,0
Arisen Nagamaki,280,0,0,0,0,0,90,36,4
Arisen Naggeneen's Hat,0,165,0,88,-22,0,0,0,0
Arisen Neman Havoc,341,0,0,0,35,35,40,0,0
Arisen North Pole,12,0,268,0,100,100,24,22,0
Arisen North Star,0,0,90,0,0,0,0,12,0
Arisen Olympia Armor,0,125,0,135,30,30,0,2,0
Arisen Olympia Headdress,0,99,0,99,30,30,0,2,0
Arisen Olympia Helmet,0,125,0,135,30,30,0,2,0
Arisen Olympia Hood,0,135,0,125,30,30,0,2,0
Arisen Olympia Leggings,0,125,0,135,30,30,0,2,0
Arisen Olympia Legwraps,0,99,0,99,30,30,0,2,0
Arisen Olympia Mantle,0,99,0,99,30,30,0,2,0
Arisen Olympia Robe,0,135,0,125,30,30,0,2,0
Arisen Olympia Shoes,0,135,0,125,30,30,0,1,0
Arisen Olympian Joist,0,0,310,0,0,40,0,31,0
Arisen Ophion Banner,0,0,230,0,0,40,30,31,0
Arisen Oxen Axe,192,232,0,0,0,0,0,21,0
Arisen Palm Branch,0,0,246,0,0,60,-10,30,0
Arisen Plagued Cuirass,0,341,0,122,52,0,0,1,0
Arisen Plagued Cuirass Diabolus,0,341,0,122,-300,-300,0,1,0
Arisen Plagued Greaves,0,341,0,122,52,0,0,1,0
Arisen Plagued Greaves Diabolus,0,341,0,122,-300,-300,0,1,0
Arisen Plagued Helmet,0,341,0,122,52,0,0,1,0
Arisen Plagued Helmet Diabolus,0,341,0,122,-300,-300,0,1,0
Arisen Pumpkin,0,20,0,180,400,0,180,0,0
Arisen Pumpkinless Armor,0,20,0,180,600,0,180,4,0
Arisen Pumpkinless Leggings,0,20,0,180,600,0,180,4,0
Arisen Qatvanga,0,0,325,0,0,160,0,23,0
Arisen Raven Boots,0,341,0,122,0,0,52,0,0
Arisen Raven Boots Diabolus,0,341,0,122,-300,-300,52,0,0
Arisen Raven Garb,0,341,0,122,0,0,52,0,0
Arisen Raven Garb Diabolus,0,341,0,122,-300,-300,52,0,0
Arisen Raven Veil,0,341,0,122,0,0,52,0,0
Arisen Raven Veil Diabolus,0,341,0,122,-300,-300,52,0,0
Arisen Realm Katar,13,0,14,0,0,0,13,0,3
Arisen Reinbow,281,0,0,0,0,0,198,0,3
Arisen Rhada Greatshield,0,0,0,0,0,0,0,35,0
Arisen Rhada Greatsword,285,0,0,0,0,0,0,33,0
Arisen Rift Armor,0,230,0,105,50,0,0,6,0
Arisen Rift Boots,0,250,0,250,0,0,50,1,5
Arisen Rift Chestguard,0,40,0,270,0,0,0,1,0
Arisen Rift Chestplate,0,250,0,250,0,0,50,1,5
Arisen Rift Cowl,0,220,0,280,0,0,50,1,5
Arisen Rift Headdress,0,40,0,270,0,0,0,1,0
Arisen Rift Helmet,0,270,0,35,50,0,0,3,0
Arisen Rift Leggings,0,270,0,35,50,0,0,3,0
Arisen Rift Legwraps,0,40,0,270,0,0,0,1,0
Arisen Rift Summoner Boots,0,40,0,270,0,0,0,1,0
Arisen Rift Summoner Helmet,0,40,0,270,0,0,0,1,0
Arisen Rift Summoner Plate,0,40,0,270,0,0,0,1,0
Arisen Riftguard Armor,0,270,0,35,50,0,0,6,0
Arisen Riftguard Helmet,0,270,0,35,50,0,0,3,0
Arisen Riftguard Leggings,0,270,0,35,50,0,0,3,0
Arisen Riftrazor,260,0,0,0,0,0,0,0,3
Arisen Riftrogue Boots,0,250,0,250,0,0,50,1,5
Arisen Riftrogue Chestplate,0,250,0,250,0,0,50,1,5
Arisen Riftrogue Helmet,0,250,0,250,0,0,50,1,5
Arisen Riftshield,0,0,0,120,0,0,0,24,0
Arisen Riftstaff,0,0,265,0,0,0,0,0,0
Arisen Riftsword,280,0,0,0,0,0,90,26,0
Arisen Ring,100,-200,100,-200,0,0,0,0,0
Arisen Robe,0,64,0,302,0,24,0,3,0
Arisen Satis,244,0,0,0,0,0,111,5,4
Arisen Sea Axe,235,0,172,0,0,0,0,0,0
Arisen Shadeblades,255,0,0,0,0,0,20,28,3
Arisen Shield,0,22,0,22,24,0,0,39,0
Arisen Shoes,0,64,0,302,0,24,0,0,0
Arisen Silk Crossbow,222,0,96,0,0,0,48,0,2
Arisen Sleighblade,271,0,0,0,0,184,48,6,0
Arisen Spiritgarm Grimoire,0,0,48,12,0,0,0,23,0
Arisen Staff of Tiamat,0,0,270,0,0,270,0,0,0
Arisen Staff of Typhon,0,-40,290,-40,0,290,22,0,0
Arisen Staff of Wolves,0,0,170,0,0,0,0,0,0
Arisen Stone Dagger,215,0,0,0,0,0,48,0,1
Arisen Stonewarg Grimoire,0,0,48,12,0,0,0,23,0
Arisen Surtr's Boots,0,220,0,220,0,0,152,0,0
Arisen Surtr's Cuirass,0,220,0,220,0,0,0,8,0
Arisen Surtr's Helmet,0,220,0,220,400,0,0,0,0
Arisen Surtr's Shield,0,198,0,198,0,0,0,-75,0
Arisen Surtr's Sword,244,0,244,0,0,60,56,0,2
Arisen Teardrop,9,7,9,7,0,0,16,1,1
Arisen Terror,0,0,272,0,0,160,0,0,0
Arisen Thor's Arc,0,0,290,120,0,0,0,0,0
Arisen Thor's Hammer,290,0,0,0,92,0,0,0,0
Arisen Tizona,-50,-50,-50,-50,0,0,0,36,0
Arisen Top Hat,0,239,0,239,-90,90,0,0,0
Arisen Treecutter,299,0,0,0,40,40,-10,30,0
Arisen Trevelyan's Archistaff,0,0,232,0,0,80,0,24,2
Arisen Trevelyan's Charm,0,0,0,0,0,0,0,0,0
Arisen Trevelyan's Hood,0,0,0,220,0,40,0,0,1
Arisen Trevelyan's Robe,0,0,0,220,0,40,0,0,1
Arisen Trevelyan's Shoes,0,0,0,220,0,40,0,0,1
Arisen Vandal's Veil,0,192,0,192,0,0,44,0,0
Arisen Vulcan's Archistaff,0,0,290,0,0,80,0,0,0
Arisen Vulcan's Longsword,292,0,167,167,0,0,0,0,0
Arisen Willow Branch,296,0,296,0,0,90,-10,29,0
Arisen Witch's Hat,0,182,0,202,0,0,40,0,0
Arisen Witch's Scroll,0,0,0,0,0,120,0,-50,0
Arisen Witch's Staff,15,0,220,0,0,0,0,0,0
Arisen Wolfbane,222,0,55,0,0,0,0,0,0
Arisen Wolven Tower Shield,-80,160,-80,160,0,0,0,27,0
Arms of Eos,0,-60,0,-60,0,0,0,0,0
Arms of Oceanus,0,0,0,0,0,500,0,0,0
Arms of Prometheus,90,-60,-150,-60,-150,125,0,0,0
Arms of Selene,25,0,25,0,0,0,0,0,1
Arms of Themis,135,0,0,0,0,0,-80,0,2
Artifice Gada,142,0,0,0,0,0,0,0,0
Artio's Hide,0,70,0,70,0,0,0,3,0
Ascalon,170,0,0,0,0,0,0,0,0
Asgard Armor,0,233,0,44,24,0,0,0,0
Asgard Greaves,0,233,0,44,31,0,0,0,0
Asgard Helmet,0,233,0,44,31,0,0,0,0
Asgard Shield,0,0,0,0,0,0,0,28,0
Asgard's Summit,233,0,0,53,0,53,0,0,0
Ash-Plumed Boots,0,226,0,28,0,0,36,0,0
Ash-Plumed Cowl,0,226,0,28,0,0,36,0,0
Ash-Plumed Cuirass,0,226,0,28,0,0,0,0,0
Ash-Plumed Garb,0,226,0,28,0,0,36,0,0
Ash-Plumed Greaves,0,226,0,28,0,0,0,0,0
Ash-Plumed Helmet,0,226,0,28,0,0,0,0,0
Ash-Plumed Hood,0,28,0,226,0,0,0,0,0
Ash-Plumed Robe,0,28,0,226,0,0,0,0,0
Ash-Plumed Shoes,0,28,0,226,0,12,0,0,0
Ashen Boots,0,65,0,116,0,60,0,0,0
Ashen Hat,0,60,0,100,0,60,0,0,0
Ashen Phoenician Boots,0,275,0,112,0,0,52,3,0
Ashen Phoenician Cowl,0,275,0,112,0,0,52,3,0
Ashen Phoenician Cuirass,0,275,0,112,99,0,0,3,0
Ashen Phoenician Garb,0,275,0,112,0,0,52,3,0
Ashen Phoenician Greaves,0,275,0,112,99,0,0,3,0
Ashen Phoenician Helmet,0,275,0,112,99,0,0,3,0
Ashen Phoenician Hood,0,112,0,275,0,99,0,3,0
Ashen Phoenician Robe,0,112,0,275,0,99,0,3,0
Ashen Phoenician Shield,0,0,0,0,0,0,0,35,0
Ashen Phoenician Shoes,0,112,0,275,0,99,0,3,0
Ashen Pinion,-40,-40,-40,-40,0,0,12,1,4
Ashen Robe,0,60,0,116,0,60,0,0,0
Ashen Ruby,6,6,6,6,15,15,4,0,0
Ashen Staff,0,0,182,0,0,100,0,0,0
Askr Armor,13,187,0,22,0,0,0,0,0
Askr Boots,13,176,0,35,0,0,12,0,0
Askr Cowl,13,176,0,35,0,0,12,0,0
Askr Garb,13,176,0,35,0,0,12,0,0
Askr Helmet,13,187,0,22,0,0,0,0,0
Askr Leggings,13,187,0,22,0,0,0,0,0
Assassin's Jewel,0,0,0,0,0,0,0,0,0
Atepomarus Mail,0,85,0,85,0,0,0,3,0
Atgeir,178,24,0,24,0,0,24,3,0
Atlas,0,0,0,0,0,0,0,39,0
Attuning Hood,0,20,0,155,0,0,0,0,0
Attuning Robe,0,20,0,155,0,0,0,0,0
Attuning Shoes,0,20,0,155,0,0,0,0,0
Autumna Crested Shield,0,70,0,70,0,0,0,12,0
Avalon Armor,0,196,0,45,0,0,0,0,0
Avalon Crown,22,22,22,22,0,0,2,2,0
Avalon Helmet,0,196,0,45,0,0,0,0,0
Avalon Knight Armor,0,202,0,52,0,0,0,0,0
Avalon Knight Helmet,0,202,0,52,0,0,0,0,0
Avalon Knight Leggings,0,202,0,52,0,0,0,0,0
Avalon Leggings,0,196,0,45,0,0,0,0,0
Avalon Melody,170,0,170,0,0,0,0,0,0
Axe,25,0,0,0,0,0,0,0,0
Axe of Gilgamesh,240,0,0,0,70,0,-32,10,1
Axe of Night,31,0,8,0,0,0,0,0,0
Axe of the Chimera,232,0,0,0,0,0,0,0,0
Axe of Tiamat,170,0,0,0,0,0,0,0,0
Axe of Typhon,180,-10,0,-10,0,0,0,0,0
Azure Crystal,-50,-50,50,50,0,0,0,0,0
Azure Dioscuri Ring,0,0,0,0,0,0,0,0,0
Azure Pinion,0,0,24,-40,0,-40,0,0,0
Azure Twinbow,212,0,212,0,20,20,0,0,0
Badb Boots,0,182,0,72,0,0,32,0,0
Badb Catha,310,0,0,0,0,0,32,0,0
Badb Garb,0,182,0,72,0,0,32,0,0
Badb Veil,0,182,0,72,0,0,32,0,0
Badb Warbow,182,0,0,0,0,0,32,0,0
Badb's Feathers,24,0,0,0,0,0,24,0,1
Bag of Treats,0,0,0,0,0,0,0,0,0
Bag of Tricks,0,0,0,0,0,0,0,0,0
Balanced Epee,182,0,0,0,0,0,36,0,0
Baldr Battlerobe,0,92,0,275,300,0,0,3,0
Baldr Boots,0,92,0,275,300,0,0,3,0
Baldr Hood,0,92,0,275,300,0,0,3,0
Balin's Left,12,0,0,0,0,0,0,18,0
Balin's Right,164,0,0,0,0,0,0,0,0
Balor Archistaff,0,0,205,0,-100,100,0,0,0
Balor Armor,0,205,0,20,0,0,0,0,0
Balor Crown,0,200,0,200,0,0,0,0,0
Balor Dagger,140,0,20,0,0,0,10,0,0
Balor Helmet,0,205,0,19,0,0,0,0,0
Balor Katana,205,-40,0,0,0,0,10,0,1
Balor Leggings,0,205,0,18,0,0,0,0,0
Balor Robe,0,20,0,205,0,0,0,0,0
Balor Shield,0,0,0,0,0,0,0,25,0
Balor Sword,105,0,0,0,0,0,0,0,0
Band of False Gods,0,0,0,0,0,0,0,0,0
Band of Gods,0,0,0,0,0,0,0,0,0
Bandit's Axe,22,5,0,0,0,0,0,0,0
